"","LEA_NAME","SCH_NAME","isCHARTER","PK","KG","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","G13","LEVEL","magnetSchoolStatus","city","MEMBER","zip","PctFreeLunch","SCH_TYPE_TEXT","TOTFRL","Census_AttainDiplomHigher","Census_LangHomeNotEnglish","Census_Pop25older","Census_TotalHouseholds","LAT","LON","AttendRate","PctProfELA","raceWHITE","raceAMERIND","raceASIAN","raceBLACK","raceHI","numberHispanic","numberTR","LEAID","aun2","NCESSCH","ST_LEAID"
"355","Northampton Area SD","Northampton Area HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","501","457","404","397","-2","3","No","Northampton","1759","18067","26.435474701534901","Regular School","465","27541","2082","30492","16364",40.687976,-75.490188,"94.2","80.66","1569","0","17","53","101","1","18","4217370","1204849031204","421737003505","120484903"
"356","Lehighton Area SD","Mahoning El Sch","No","-2","32","51","52","33","46","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Lehighton","214","18235","51.401869158878498","Regular School","110","11345","473","12975","7081",40.814386,-75.769343,"95.63","67.86","192","1","0","2","12","2","5","4213500","1211355031211","421350001311","121135503"
"357","Philadelphia City SD","Patterson John M Sch","No","35","128","131","127","125","131","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","677","19142","100","Regular School","677","855213","325401","1035252","582594",39.916191,-75.23671,"93.81","22.77","8","3","40","568","10","0","48","4218990","1265150011265","421899003613","126515001"
"358","Philadelphia City SD","Marshall John Sch","No","-2","65","89","61","67","67","46","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","395","19124","100","Regular School","395","855213","325401","1035252","582594",40.014649,-75.087508,"87.33","16.46","21","2","1","206","110","0","55","4218990","1265150011265","421899003797","126515001"
"359","Chester-Upland SD","STEM at Showalter","No","-2","-2","-2","-2","-2","-2","-2","-2","21","43","111","142","110","103","-2","3","No","Chester","530","19013","100","Regular School","530","19804","4434","24842","14312",39.847208,-75.377276,NA,NA,"5","0","0","478","40","0","7","4205860","1252312321252","420586007499","125231232"
"360","Warwick SD","John R Bonfield El Sch","No","-2","87","68","82","71","78","64","86","-2","-2","-2","-2","-2","-2","-2","1","No","Lititz","536","17543","33.022388059701491","Regular School","177","19858","2413","21815","11919",40.157528,-76.288988,NA,NA,"444","0","6","17","47","2","20","4224960","1133690031133","422496000120","113369003"
"361","Annville-Cleona SD","Annville-Cleona MS","No","-2","-2","-2","-2","-2","-2","-2","-2","113","111","-2","-2","-2","-2","-2","2","No","Annville","224","17003","26.785714285714285","Regular School","60","6742","656","7671","4338",40.32364,-76.507871,NA,NA,"199","0","5","5","15","0","0","4202490","1133803031133","420249007417","113380303"
"362","Lower Merion SD","Lower Merion HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","368","360","337","375","-2","3","No","Ardmore","1440","19003","13.958333333333334","Regular School","201","41799","9191","42890","24401",40.008803,-75.281535,"94.00","90.17","1022","0","156","174","59","0","29","4214160","1234645021234","421416003295","123464502"
"363","Bethlehem Area SD","Hanover El Sch","No","-2","33","35","38","43","42","45","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Bethlehem","236","18017","18.220338983050802","Regular School","43","70992","23674","79240","44762",40.668441,-75.402676,"97.6","83.21","171","0","16","10","35","1","3","4203570","1204810021204","420357003459","120481002"
"364","Radnor Township SD","Ithan El Sch","No","-2","72","77","58","71","81","80","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Bryn Mawr","439","19010","7.0615034168564916","Regular School","31","15916","4188","16327","9591",40.007937,-75.362424,"96.94","91.50","268","0","125","13","15","0","18","4219920","1252376031252","421992006510","125237603"
"365","Solanco SD","Smith MS","No","-2","-2","-2","-2","-2","-2","-2","138","124","124","-2","-2","-2","-2","-2","2","No","Quarryville","386","17566","43.782383419689118","Regular School","169","16052","6082","20529","10960",39.895253,-76.147453,"95.49","60.96","327","0","4","8","40","0","7","4221810","1133670031133","422181002657","113367003"
"366","Dauphin County Technical School","Dauphin County Technical School","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","269","262","244","215","-2","3","No","Harrisburg","990","17109","54.141414141414138","Vocational Education School","536",NA,NA,NA,NA,40.29439,-76.78186,"93.94","56.85","496","3","28","301","136","2","24","4207385","1152216071152","420738505278","115221607"
"367","Susquehanna Community SD","Susquehanna Community JSHS","No","-2","-2","-2","-2","-2","-2","-2","-2","63","60","57","52","51","35","-2","3","No","Susquehanna","318","18847","53.144654088050302","Regular School","169","3095","135","3575","2045",41.949996,-75.590608,"94.71","66.87","309","0","0","2","5","1","1","4222980","1195865031195","422298004054","119586503"
"368","Pleasant Valley SD","Pleasant Valley MS","No","-2","-2","-2","-2","-2","-2","-2","-2","408","375","1","-2","-2","-2","-2","2","No","Brodheadsville","784","18322","42.857142857142797","Regular School","336","21901","2594","24368","11765",40.924709,-75.40824,"NA","NA","593","3","13","67","102","4","2","4219290","1204552031204","421929007297","120455203"
"369","Abington SD","Abington JHS","No","-2","-2","-2","-2","-2","-2","-2","-2","612","610","568","-2","-2","-2","-2","2","No","Abington","1790","19001","20.279329608938546","Regular School","363","39062","6333","41165","22024",40.115613,-75.12958,"94.97","75.24","1152","4","75","360","133","3","63","4202040","1234603021234","420204003242","123460302"
"370","Russell Byers CS","Russell Byers CS","Yes","50","51","52","52","77","52","75","68","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","477","19103","96.64570230607967","Regular School","461",NA,NA,NA,NA,39.963369,-75.171373,NA,NA,"45","0","8","400","22","0","2","4200092","1265100011265","420009200577","126510001"
"371","Eastern York SD","Eastern York HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","170","165","164","172","-2","3","No","Wrightsville","671","17368","37.555886736214603","Regular School","252","12428","569","14478","7953",39.99712,-76.539101,"94.01","86.30","611","1","3","15","31","1","9","4208790","1126722031126","420879004564","112672203"
"372","Upper Perkiomen SD","Hereford El Sch","No","-2","128","147","165","155","138","137","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Hereford","870","18056","31.379310344827587","Regular School","273","14652","558","15874","8588",40.4389,-75.548882,NA,NA,"775","6","20","18","44","1","6","4224540","1234686031234","422454007246","123468603"
"373","Philadelphia City SD","Key Francis Scott Sch","No","-2","69","76","68","87","74","56","68","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","498","19148","100","Regular School","498","855213","325401","1035252","582594",39.920991,-75.160571,"NA","NA","82","0","220","44","138","0","14","4218990","1265150011265","421899003646","126515001"
"374","York Suburban SD","Indian Rock El Sch","No","-2","-2","-2","-2","87","121","122","-2","-2","-2","-2","-2","-2","-2","-2","1","No","York","330","17403","34.242424242424242","Regular School","113","13222","2016","14461","7885",39.936304,-76.751202,"96.46","83.33","253","0","11","19","18","0","29","4226850","1126794031126","422685006688","112679403"
"375","Interboro SD","Interboro SHS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","281","268","279","316","-2","3","No","Prospect Park","1144","19076","44.930069930069934","Regular School","514","15074","1266","16467","8980",39.893368,-75.305462,"87.52","78.23","963","1","25","91","32","1","31","4212170","1252351031252","421217001885","125235103"
"376","Middletown Area SD","Kunkel El Sch","No","-2","83","64","76","77","75","72","1","-2","-2","-2","-2","-2","-2","-2","1","No","Middletown","448","17057","39.285714285714285","Regular School","176","11068","1146","12614","7696",40.22658,-76.77487,"95.44","71.36","313","0","4","31","49","0","51","4215240","1152260031152","421524001788","115226003"
"377","West Chester Area SD","East Bradford El Sch","No","-2","42","81","77","79","74","51","-2","-2","-2","-2","-2","-2","-2","-2","1","No","West Chester","404","19380","15.841584158415801","Regular School","64","69341","10378","72305","41059",39.969274,-75.641135,"96.92","82.97","335","0","13","11","41","1","3","4225290","1241590021241","422529001392","124159002"
"378","Athens Area SD","SRU El Sch","No","-2","56","60","60","63","58","64","-2","-2","-2","-2","-2","-2","-2","-2","1","No","East Smithfield","361","18817","60.387811634349028","Regular School","218","9471","229","10517","5898",41.860594,-76.625434,NA,NA,"356","0","0","1","1","0","3","4202670","1170805031170","420267007453","117080503"
"379","East Stroudsburg Area SD","East Stroudsburg SHS North","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","258","266","242","288","-2","3","No","Dingmans Ferry","1054","18328","50.569259962049301","Regular School","533","27149","8682","30613","16025",41.17768,-75.01802,"NA","NA","417","1","28","303","301","0","4","4208670","1204520031204","420867000518","120452003"
"380","Centennial SD","Log College MS","No","-2","-2","-2","-2","-2","-2","-2","261","237","235","-2","-2","-2","-2","-2","2","No","Warminster","733","18974","35.1978171896316","Regular School","258","32936","6562","36129","18927",40.214044,-75.105383,"NA","NA","580","0","18","26","91","1","17","4205190","1220920021220","420519009938","122092002"
"381","Conrad Weiser Area SD","Conrad Weiser West El Sch","No","-2","90","83","109","105","77","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Womelsdorf","464","19567","37.71551724137931","Regular School","175","12041","1555","13549","7018",40.365283,-76.188948,"95.69","59.90","401","0","4","7","43","0","9","4206780","1140611031140","420678005203","114061103"
"382","Wallingford-Swarthmore SD","Nether Providence El Sch","No","-2","71","87","81","94","94","75","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Wallingford","502","19086","18.924302788844599","Regular School","95","13746","2410","14176","7622",39.882089,-75.373498,"96.42","84.64","347","0","70","27","17","1","40","4224790","1252396031252","422479001905","125239603"
"383","Tamaqua Area SD","Tamaqua El Sch","No","-2","106","105","118","114","127","110","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Tamaqua","680","18252","46.029411764705884","Regular School","313","10503","508","11892","6757",40.80306,-75.974662,"94.99","61.68","621","0","3","7","37","0","12","4223220","1295476031295","422322007031","129547603"
"384","Ridley SD","Woodlyn El Sch","No","-2","53","52","50","51","47","45","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Woodlyn","298","19094","69.127516778523486","Regular School","206","26328","3136","28613","15523",39.877053,-75.342373,"95.66","61.04","148","0","10","84","28","0","28","4220370","1252377021252","422037001932","125237702"
"385","Wallenpaupack Area SD","Wallenpaupack North Intrmd Sch","No","-2","-2","-2","-2","151","175","166","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Hawley","492","18428","56.097560975609703","Regular School","276","17468","1750","18875","10376",41.455785,-75.17458,"NA","NA","433","2","8","10","29","2","8","4224750","1196483031196","422475007248","119648303"
"386","Northern Lehigh SD","Slatington El Sch","No","-2","-2","-2","-2","104","132","127","111","-2","-2","-2","-2","-2","-2","-2","1","No","Slatington","474","18080","47.046413502109701","Regular School","223","8425","569","9415","5386",40.766069,-75.615463,"95.41","61.42","406","1","1","7","47","1","11","4217670","1213945031213","421767006727","121394503"
"387","Rose Tree Media SD","Media El Sch","No","-2","60","73","72","85","75","87","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Media","452","19063","15.265486725663717","Regular School","69","25431","3248","26143","14363",39.917995,-75.3868,"96.88","87.95","351","0","34","29","17","0","21","4220550","1252379031252","422055006514","125237903"
"388","Roberto Clemente CS","Roberto Clemente CS","Yes","-2","-2","-2","-2","-2","-2","-2","46","50","48","40","37","37","30","-2","4","No","Allentown","288","18102","100","Regular School","288","NA","NA","NA","NA",40.601473,-75.464345,"NA","NA","3","0","0","15","270","0","0","4200068","1213933301213","420006800508","121393330"
"389","Eastern Lancaster County SD","Brecknock El Sch","No","-2","55","71","53","73","56","55","64","-2","-2","-2","-2","-2","-2","-2","1","No","Denver","427","17517","41.217798594847778","Regular School","176","14933","8076","20802","10967",40.195978,-76.033631,"95.79","64.84","346","3","19","17","34","0","8","4208820","1133623031133","420882002500","113362303"
"390","Morrisville Borough SD","Morrisville HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","62","55","49","50","-2","3","No","Morrisville","216","19067","60.185185185185183","Regular School","130","5555","1461","6014","3389",40.20883,-74.789061,NA,NA,"79","0","4","94","34","0","5","4215900","1220972031220","421590007315","122097203"
"391","Lackawanna Trail SD","Lackawanna Trail El Ctr","No","-2","71","63","68","86","76","75","95","2","-2","-2","-2","-2","-2","-2","1","No","Factoryville","536","18419","42.537313432835802","Regular School","228","5574","237","5925","3285",41.56688,-75.786081,"95.1","68.540000000000006","509","2","1","9","11","1","3","4212990","1196650031196","421299004524","119665003"
"392","Jenkintown SD","Jenkintown Middle/High School","No","-2","-2","-2","-2","-2","-2","-2","-2","67","48","58","40","41","49","-2","3","No","Jenkintown","303","19046","13.531353135313532","Regular School","41","3056","460","3101","1947",40.095452,-75.133308,NA,NA,"232","1","11","33","16","0","10","4212420","1234638031234","421242007327","123463803"
"393","York Suburban SD","Yorkshire El Sch","No","-2","104","103","106","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","York","313","17402","37.060702875399357","Regular School","116","13222","2016","14461","7885",39.9743,-76.666151,NA,NA,"217","0","14","16","25","0","41","4226850","1126794031126","422685007416","112679403"
"394","Penn Manor SD","Letort El Sch","No","-2","32","50","37","35","53","47","39","-2","-2","-2","-2","-2","-2","-2","1","No","Washington Boro","293","17582","24.914675767918087","Regular School","73","25030","2625","27683","16083",39.985126,-76.397805,"96.75","81.18","264","0","3","2","15","0","9","4218630","1133652031133","421863002627","113365203"
"395","New Hope-Solebury SD","New Hope-Solebury Upper El Sch","No","-2","-2","-2","-2","98","101","97","-2","-2","-2","-2","-2","-2","-2","-2","1","No","New Hope","296","18938","7.7702702702702702","Regular School","23","8217","920","8321","4707",40.367727,-74.959093,"NA","NA","236","0","16","1","16","2","25","4216860","1220976041220","421686000851","122097604"
"396","Pennridge SD","Pennridge North MS","No","-2","-2","-2","-2","-2","-2","-2","212","217","186","-2","-2","-2","-2","-2","2","No","Perkasie","615","18944","17.0731707317073","Regular School","105","32011","3206","34300","18506",40.389807,-75.271246,"NA","NA","552","1","17","9","29","1","6","4218750","1220981031220","421875006093","122098103"
"397","Abington SD","Overlook Sch","No","-2","63","71","81","80","75","70","102","-2","-2","-2","-2","-2","-2","-2","1","No","Abington","542","19001","29.520295202952031","Regular School","160","39062","6333","41165","22024",40.123284,-75.123634,"96.74","77.40","297","2","16","153","39","0","35","4202040","1234603021234","420204003232","123460302"
"398","Southeast Delco SD","Southeast Delco Kindergarten Center","No","-2","301","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Glenolden","301","19036","78.405315614617933","Regular School","236","18555","2589","20235","11189",39.911826,-75.296391,NA,NA,"53","0","8","199","16","0","25","4222400","1252384021252","422240006023","125238402"
"399","Council Rock SD","Goodnoe El Sch","No","-2","94","111","99","128","111","130","110","-2","-2","-2","-2","-2","-2","-2","1","No","Newtown","783","18940","6.6411238825031926","Regular School","52","49287","8984","50630","26086",40.234092,-74.925894,"96.58","88.40","655","0","98","13","17","0","0","4206960","1220923531220","420696001086","122092353"
"400","Conrad Weiser Area SD","Conrad Weiser East El Sch","No","-2","87","82","97","101","100","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Wernersville","467","19565","22.483940042826553","Regular School","105","12041","1555","13549","7018",40.329854,-76.086295,NA,NA,"362","0","18","34","39","0","14","4206780","1140611031140","420678009944","114061103"
"401","Eastern Lancaster County SD","Blue Ball El Sch","No","-2","77","82","93","98","79","90","96","-2","-2","-2","-2","-2","-2","-2","1","No","East Earl","615","17519","41.626016260162601","Regular School","256","14933","8076","20802","10967",40.115725,-76.044271,"95.43","67.26","525","3","12","12","46","2","15","4208820","1133623031133","420882002552","113362303"
"402","Bristol Township SD","Fitch El Sch","No","-2","48","44","54","56","45","52","51","-2","-2","-2","-2","-2","-2","-2","1","No","Levittown","350","19055","59.428571428571402","Regular School","208","32835","6020","37338","19440",40.14632,-74.83229,"NA","NA","233","0","2","59","41","0","15","4204230","1220913521220","420423001018","122091352"
"403","Central Bucks SD","Titus El Sch","No","-2","64","89","97","98","90","99","100","-2","-2","-2","-2","-2","-2","-2","1","No","Warrington","637","18976","10.9890109890109","Regular School","70","76834","10617","80091","41650",40.240528,-75.138879,"96.88","87.6","487","0","103","7","25","0","15","4205310","1220921021220","420531001131","122092102"
"404","North Pocono SD","North Pocono HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","251","224","233","251","-2","3","No","Covington Twp","959","18444","30.344108446298229","Regular School","291","13907","806","15083","7957",41.308236,-75.506352,"91.93","87.96","922","2","5","13","11","0","6","4217310","1193565031193","421731002446","119356503"
"405","Philadelphia City SD","Arthur Chester A Sch","No","-2","33","35","28","33","25","18","35","21","23","-2","-2","-2","-2","-2","1","No","Philadelphia","251","19146","100","Regular School","251","855213","325401","1035252","582594",39.941875,-75.176077,"92.97","41.09","16","1","8","182","8","0","36","4218990","1265150011265","421899003805","126515001"
"406","Downingtown Area SD","Marsh Creek Sixth Grade Center","No","-2","-2","-2","-2","-2","-2","-2","985","-2","-2","-2","-2","-2","-2","-2","2","No","Downingtown","985","19335","11.167512690355331","Regular School","110","46615","7494","48151","25390",40.055636,-75.70216,NA,NA,"754","0","142","29","36","0","24","4207710","1241520031241","420771007539","124152003"
"407","Mifflinburg Area SD","Mifflinburg Area Intrmd Sch","No","-2","-2","-2","-2","142","140","167","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Mifflinburg","449","17844","40.979955456570153","Regular School","184","9450","1301","11358","6302",40.92045,-77.02859,NA,NA,"420","0","3","8","9","0","9","4226010","1166050031166","422601000998","116605003"
"408","Solanco SD","Bart-Colerain El Sch","No","-2","37","41","41","47","52","47","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Christiana","265","17509","38.867924528301884","Regular School","103","16052","6082","20529","10960",39.89157,-76.06783,"95.92","79.41","242","0","2","4","15","0","2","4221810","1133670031133","422181002656","113367003"
"409","Souderton Area SD","E M Crouthamel El Sch","No","-2","59","74","60","72","60","62","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Souderton","387","18964","45.4780361757105","Regular School","176","29640","4575","32059","16928",40.31228,-75.31081,"94.55","56.76","253","1","25","25","82","1","0","4221870","1234671031234","422187003357","123467103"
"410","Wilkes-Barre Area CTC","Wilkes-Barre Area CTC","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","No","Wilkes-Barre","0","18705","?","Vocational Education School","0",NA,NA,NA,NA,41.262051,-75.81037,NA,NA,"0","0","0","0","0","0","0","4280300","1184086071184","428030007077","118408607"
"411","Kennett Consolidated SD","Kennett MS","No","-2","-2","-2","-2","-2","-2","-2","350","329","330","-2","-2","-2","-2","-2","2","No","Landenberg","1009","19350","40.436075322100997","Regular School","408","15299","6977","18737","9539",39.795583,-75.746253,"96.37","68.930000000000007","552","0","26","21","402","0","8","4212690","1241540031241","421269006834","124154003"
"412","Carlisle Area SD","North Dickinson El Sch","No","-2","18","36","34","27","31","35","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Carlisle","181","17013","19.337016574585636","Regular School","35","22812","2964","25083","14690",40.133218,-77.255325,"96.29","67.00","156","0","5","2","8","0","10","4205010","1152111031152","420501001687","115211103"
"413","Delaware Valley SD","Dingman-Delaware MS","No","-2","-2","-2","-2","-2","-2","-2","208","206","204","-2","-2","-2","-2","-2","2","No","Dingmans Ferry","618","18328","32.3624595469255","Regular School","200","18810","2299","20618","10463",41.292238,-74.952432,"NA","NA","538","0","9","15","49","0","7","4207530","1205220031205","420753000132","120522003"
"414","Penn-Delco SD","Coebourn El Sch","No","-2","53","58","58","65","68","53","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Brookhaven","355","19015","18.591549295774598","Regular School","66","17788","1053","19250","10183",39.873293,-75.394944,"96.21","69.84","304","0","4","20","7","3","17","4218580","1252369031252","421858001910","125236903"
"415","Jim Thorpe Area SD","Penn-Kidder Campus","No","0","62","63","77","67","67","78","72","78","72","-2","-2","-2","-2","-2","1","No","Albrightsville","636","18210","58.490566037735846","Regular School","372","10278","847","11043","5983",41.016624,-75.591351,NA,NA,"456","2","5","70","83","2","18","4212540","1211350031211","421254000776","121135003"
"416","Wallenpaupack Area SD","Wallenpaupack Area HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","272","273","268","313","-2","3","No","Hawley","1126","18428","52.042628774422703","Regular School","586","17468","1750","18875","10376",41.455131,-75.181027,"91.55","82.54","1019","6","4","30","60","1","6","4224750","1196483031196","422475004310","119648303"
"417","South Williamsport Area SD","Central El Sch","No","-2","96","98","99","105","101","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","South Williamsport","499","17702","41.282565130260522","Regular School","206","5882","182","6374","4012",41.22776,-76.99852,"95.42","72.77","455","0","8","16","8","1","11","4222140","1174161031174","422214003054","117416103"
"418","Spring-Ford Area SD","Brooke El Sch","No","-2","57","65","87","86","69","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Royersford","364","19468","13.7362637362637","Regular School","50","31935","3916","33365","18307",40.19623,-75.536927,"NA","NA","297","0","28","8","19","0","12","4222560","1234673031234","422256010007","123467303"
"419","North Penn SD","North Penn SHS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","972","1026","987","-2","3","No","Lansdale","2985","19446","28.2747068676716","Regular School","844","68031","17577","72148","39113",40.235286,-75.315399,"94.43","87.42","1924","3","586","294","142","1","35","4217280","1234657021234","421728005345","123465702"
"420","Philadelphia City SD","Hopkinson Francis Sch","No","-2","94","112","107","107","107","99","95","92","94","-2","-2","-2","-2","-2","1","No","Philadelphia","907","19124","100","Regular School","907","855213","325401","1035252","582594",40.00838,-75.102335,"91.31","23.63","32","1","35","228","537","3","71","4218990","1265150011265","421899003742","126515001"
"421","Harambee Institute of Science and Technology CS","Harambee Institute of Science and Techno","Yes","-2","53","56","74","78","49","48","47","51","47","-2","-2","-2","-2","-2","1","No","Philadelphia","503","19151","87.872763419483107","Regular School","442","NA","NA","NA","NA",39.973303,-75.251942,"NA","NA","0","0","0","503","0","0","0","4200014","1265128501265","420001400319","126512850"
"422","Abington Heights SD","Clarks Summit El Sch","No","-2","63","66","72","73","82","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Clarks Summit","356","18411","20.505617977528001","Regular School","73","15751","1284","16357","9135",41.488867,-75.702674,"NA","NA","308","1","18","10","18","1","0","4202010","1193503031193","420201000371","119350303"
"423","East Penn SD","Lower Macungie El Sch","No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","NA","Macungie","NA","18062","?","Regular School","NA","37069","5328","39672","22448",40.548098,-75.568989,"NA","NA","NA","NA","NA","NA","NA","NA","NA","4208550","1213923031213","420855002803","121392303"
"424","Easton Area SD","Easton Area MS Campus Grades 7-8","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"Easton",NA,"18040","?","Regular School",NA,"39282","9828","43741","23548",40.7055,-75.230383,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4208850","1204833021204","420885006925","120483302"
"425","Governor Mifflin SD","Governor Mifflin MS","No","-2","-2","-2","-2","-2","-2","-2","-2","346","318","-2","-2","-2","-2","-2","2","No","Shillington","664","19607","40.813253012048193","Regular School","271","20229","2448","22181","12880",40.304429,-75.964222,NA,NA,"489","0","8","44","113","0","10","4210860","1140630031140","421086000801","114063003"
"426","Philadelphia City SD","Loesche William H Sch","No","0","125","115","143","132","121","142","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","778","19116","100","Regular School","778","855213","325401","1035252","582594",40.113104,-75.023163,"93.89","65.03","427","2","140","65","49","3","92","4218990","1265150011265","421899004961","126515001"
"427","South Middleton SD","Yellow Breeches MS","No","-2","-2","-2","-2","-2","-2","-2","152","166","161","-2","-2","-2","-2","-2","2","No","Boiling Springs","479","17007","25.260960334029228","Regular School","121","10381","456","11085","6078",40.15235,-77.139423,NA,NA,"431","0","8","6","13","0","21","4222050","1152183031152","422205000455","115218303"
"428","Memphis Street Academy CS @ JP Jones","Memphis Street Academy CS @ JP Jones","Yes","-2","-2","-2","-2","-2","-2","147","243","252","228","-2","-2","-2","-2","-2","2","No","Philadelphia","870","19134","99.655172413793096","Regular School","867","NA","NA","NA","NA",39.98625,-75.112914,"NA","NA","45","2","16","244","501","1","61","4200870","1265193921265","420087007454","126519392"
"429","Bristol Township SD","Buchanan El Sch","No","-2","76","75","88","83","64","62","58","-2","-2","-2","-2","-2","-2","-2","1","No","Levittown","506","19055","58.893280632410999","Regular School","298","32835","6020","37338","19440",40.13835,-74.833016,"NA","NA","318","4","12","56","57","2","57","4204230","1220913521220","420423001015","122091352"
"430","Hanover Public SD","Hanover Street El Sch","No","-2","60","59","67","68","52","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Hanover","306","17331","77.450980392156865","Regular School","237","9209","1204","10778","6710",39.79797,-76.9779,"95.87","59.02","191","4","0","9","82","0","20","4211450","1126728031126","421145004566","112672803"
"431","Phoenixville Area SD","Phoenixville Area MS","No","-2","-2","-2","-2","-2","-2","-2","325","303","261","-2","-2","-2","-2","-2","2","No","Phoenixville","889","19460","25.871766029246345","Regular School","230","22002","2742","23194","13356",40.117578,-75.519954,"96.13","75.64","679","1","30","73","86","1","19","4219050","1241572031241","421905001425","124157203"
"432","Methacton SD","Eagleville El Sch","No","-2","52","66","65","69","82","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Eagleville","334","19403","26.047904191616698","Regular School","87","23643","6024","24887","12277",40.164082,-75.403066,"96.54","78.260000000000005","213","1","49","24","18","1","28","4214250","1234653031234","421425003303","123465303"
"433","Dunmore SD","Dunmore El Ctr","No","-2","86","109","128","129","103","115","126","-2","-2","-2","-2","-2","-2","-2","1","No","Dunmore","796","18512","42.336683417085425","Regular School","337","9091","471","9647","5620",41.428464,-75.633869,"94.69","65.24","643","3","45","24","56","0","25","4207980","1193522031193","420798006591","119352203"
"434","Circle of Seasons Charter School","Circle of Seasons Charter School","Yes","-2","51","50","50","50","24","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Fogelsville","225","18051","-0.44444444444444398","Regular School","-1","NA","NA","NA","NA",40.59643,-75.647911,"NA","NA","177","5","6","13","3","0","21","4200875","1213940171213","420087507507","121394017"
"435","Central Montco Technical High School","Central Montco Technical High School","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","No","Plymouth Meeting","0","19462","?","Vocational Education School","0","NA","NA","NA","NA",40.125827,-75.314109,"NA","NA","0","0","0","0","0","0","0","4280330","1234609571234","428033007080","123460957"
"436","Philadelphia City SD","Forrest Edwin Sch","No","18","148","167","176","158","172","157","175","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","1171","19136","100","Regular School","1171","855213","325401","1035252","582594",40.034547,-75.035988,"92.12","32.200000000000003","340","2","37","356","274","1","161","4218990","1265150011265","421899003764","126515001"
"437","Central Bucks SD","Holicong MS","No","-2","-2","-2","-2","-2","-2","-2","-2","366","355","358","-2","-2","-2","-2","2","No","Doylestown","1079","18902","4.7265987025023168","Regular School","51","76834","10617","80091","41650",40.340914,-75.058244,"96.12","88.06","955","1","69","15","22","0","17","4205310","1220921021220","420531005307","122092102"
"438","Whitehall-Coplay SD","Whitehall HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","329","352","349","366","-2","3","No","Whitehall","1396","18052","48.065902578796504","Regular School","671","19430","6361","21673","12300",40.648317,-75.504194,"94.39","74.239999999999995","789","0","71","123","374","7","32","4226250","1213978031213","422625002848","121397803"
"439","Upper Bucks County Technical School","Upper Bucks County Technical School","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","No","Perkasie","0","18944","?","Vocational Education School","0","NA","NA","NA","NA",40.43054,-75.23686,"NA","NA","0","0","0","0","0","0","0","4280110","1220990071220","428011007052","122099007"
